gene_id	length	effective_length	TPM_average	COUNT_Tsirt_JLS178	COUNT_Tsirt_JLS181	COUNT_Tsirt_JLS187	COUNT_Tsirt_JLS202	COUNT_Tsirt_JLS216	COUNT_Tsirt_JLS223	COUNT_Tsirt_JLS224	COUNT_Tsirt_JLS228	COUNT_Tsirt_JLS242	COUNT_Tsirt_JLS247	COUNT_Tsirt_JLS248	COUNT_Tsirt_JLS249	COUNT_Tsirt_JLS253	COUNT_Tsirt_JLS254	COUNT_Tsirt_JLS255	COUNT_Tsirt_JLS256	COUNT_Tsirt_JLS257	COUNT_Tsirt_JLS260	COUNT_Tsirt_JLS269	TPM_Tsirt_JLS178	TPM_Tsirt_JLS181	TPM_Tsirt_JLS187	TPM_Tsirt_JLS202	TPM_Tsirt_JLS216	TPM_Tsirt_JLS223	TPM_Tsirt_JLS224	TPM_Tsirt_JLS228	TPM_Tsirt_JLS242	TPM_Tsirt_JLS247	TPM_Tsirt_JLS248	TPM_Tsirt_JLS249	TPM_Tsirt_JLS253	TPM_Tsirt_JLS254	TPM_Tsirt_JLS255	TPM_Tsirt_JLS256	TPM_Tsirt_JLS257	TPM_Tsirt_JLS260	TPM_Tsirt_JLS269	TPM10K_Tsirt_JLS178	TPM10K_Tsirt_JLS181	TPM10K_Tsirt_JLS187	TPM10K_Tsirt_JLS202	TPM10K_Tsirt_JLS216	TPM10K_Tsirt_JLS223	TPM10K_Tsirt_JLS224	TPM10K_Tsirt_JLS228	TPM10K_Tsirt_JLS242	TPM10K_Tsirt_JLS247	TPM10K_Tsirt_JLS248	TPM10K_Tsirt_JLS249	TPM10K_Tsirt_JLS253	TPM10K_Tsirt_JLS254	TPM10K_Tsirt_JLS255	TPM10K_Tsirt_JLS256	TPM10K_Tsirt_JLS257	TPM10K_Tsirt_JLS260	TPM10K_Tsirt_JLS269	TPM10K_average
trinityContig33049||sp|Q4QQW8.2|	1698	1539.35	12.378947368421052	271	7	127	99	85	48	44	43	50	129	153	119	37	0	16	90	231	22	38	32.88	6.28	16.24	12.82	15.61	6.66	8.3	12.6	6.04	20.51	25.41	19.18	5.9	0	2.67	8.51	26.13	3.22	6.24	8.92692	1.70502	4.40916	3.48063	4.2381150000000005	1.8081900000000002	2.2534500000000004	3.4209	1.6398599999999999	5.568465	6.898814999999999	5.20737	1.6018500000000002	0	0.724905	2.3104649999999998	7.094295	0.8742300000000001	1.69416	3.360884210526316
trinityContig33052||sp|Q5RFK0.3|	774	615.35	78.33736842105263	329	27	291	223	141	265	275	102	239	128	247	140	163	167	259	205	307	226	136	99.85	59.82	93.41	71.64	63.82	91.2	126.63	74.41	72.12	50.24	101.79	55.97	63.73	84.45	106.56	48.14	87.01	82.29	55.33	27.109275	16.24113	25.360815	19.45026	17.32713	24.7608	34.380045	20.202315	19.58058	13.64016	27.635985000000005	15.195854999999998	17.302695	22.928175	28.931040000000003	13.07001	23.623215000000002	22.341735	15.022094999999998	21.26859552631579
trinityContig33058||sp|B1H2T2.1|	1290	1131.35	16.502105263157894	210	15	158	80	55	21	74	54	81	133	85	157	43	7	21	73	151	29	50	34.66	18.25	27.51	14.06	13.69	3.96	18.87	21.5	13.31	28.68	19.17	34.36	9.28	1.94	4.76	9.38	23.25	5.76	11.15	9.41019	4.954875	7.468965000000001	3.8172900000000003	3.7168349999999997	1.07514	5.1232050000000005	5.83725	3.613665	7.78662	5.204655000000001	9.32874	2.5195199999999995	0.5267099999999999	1.29234	2.54667	6.312375	1.56384	3.027225	4.480321578947368
trinityContig33083||sp|P11833.1|	1338	1179.35	263.3884210526316	1600	305	1430	5175	768	3439	1272	286	1255	500	639	1748	628	444	1018	1660	1588	1407	340	253.36	356.19	238.83	872.98	183.53	621.94	311.49	109.27	197.77	103.48	138.29	367.14	130.16	118.38	221.38	204.66	234.52	268.26	72.75	68.78724	96.705585	64.84234500000001	237.01407000000003	49.828395	168.85671000000002	84.569535	29.666805	53.694555	28.094820000000002	37.545735	99.67851	35.33844	32.14017	60.10467	55.56519	63.672180000000004	72.83259	19.751625	71.50995631578948
trinityContig3309||sp|P09525.4|	960	801.35	49.11	562.6	67.59	294.44	628.91	18.22	61.04	41.3	7.73	0	11.89	218.61	35.34	186.91	57.24	69.8	194.56	302.63	445.32	19.02	131.11	115.57	72.48	155.63	6.37	16.19	14.74	4.34	0	3.6	69.4	10.88	56.55	22.34	22.19	35.19	65.82	124.73	5.96	35.596365000000006	31.377254999999998	19.678320000000003	42.253545	1.729455	4.3955850000000005	4.00191	1.17831	0	0.9774	18.842100000000002	2.95392	15.353325	6.06531	6.024585000000001	9.554084999999999	17.87013	33.864195	1.61814	13.333365
trinityContig33103||sp|P54116.3|	846	687.35	33.502631578947366	358.99	15.12	357.75	48.44	104.27	24.59	32.52	51.8	57.66	196.58	97.03	136.4	56.29	2	29.38	71.54	174.09	56.18	44.84	97.54	30.06	102.74	13.95	42.36	7.59	13.46	33.86	15.58	69.23	35.85	48.89	19.77	0.91	10.85	15.06	44.16	18.33	16.36	26.482110000000002	8.16129	27.893909999999998	3.787425	11.500739999999999	2.060685	3.6543900000000002	9.19299	4.22997	18.795945	9.733275	13.273635	5.367554999999999	0.247065	2.945775	4.08879	11.98944	4.976595	4.44174	9.09596447368421
trinityContig33103||sp|Q2NKU9.1|	504	345.35	8.027894736842105	44.62	7	7.24	18.73	8.74	9.76	4.28	4	16.82	6.76	33.97	5.97	4	0	1	11	24.49	2	1.09	24.13	27.2	4.16	10.61	6.91	5.92	3.4	5.17	9.03	4.65	24.68	4.21	2.72	0	0.72	4.56	12.39	1.29	0.78	6.551295	7.3848	1.12944	2.8806149999999997	1.876065	1.6072799999999998	0.9231	1.4036549999999999	2.4516449999999996	1.2624750000000002	6.70062	1.143015	0.73848	0	0.19548	1.23804	3.363885	0.350235	0.21177	2.1795734210526314
trinityContig33103||sp|Q5R7P4.1|	1935	1776.35	39.804736842105264	265	67	221.71	152.34	270.06	336	347.22	284.26	585	430.43	194.95	469.77	208.83	218	168.01	491.19	261.54	201.82	169.91	27.86	52.14	24.56	17.1	43.04	40.45	56.85	72.2	61.22	59.37	28.08	65.67	28.91	38.74	24.38	40.3	25.63	25.58	24.21	7.5639899999999995	14.15601	6.6680399999999995	4.642650000000001	11.68536	10.982175000000002	15.434775	19.6023	16.621229999999997	16.118955	7.62372	17.829405	7.8490649999999995	10.51791	6.6191699999999996	10.941449999999998	6.958545	6.94497	6.573015000000001	10.80698605263158
trinityContig33108||sp|P31483.3|	1179	1020.35	42.79	410	38	295	286	167	119	110	125	169	217	257	240	115	26	48	230	345	184	131	75.04	51.21	56.98	55.7	46.03	24.84	31.03	55.16	30.78	51.81	64.21	58.2	27.47	8	12.04	32.74	58.9	40.52	32.35	20.37336	13.903514999999999	15.470069999999998	15.12255	12.497145	6.74406	8.424645	14.97594	8.35677	14.066415	17.433015	15.8013	7.458105000000001	2.172	3.2688599999999997	8.888910000000001	15.99135	11.00118	8.783025	11.617485
trinityContig3311||sp|Q5RC21.1|	867	708.35	11.157368421052631	41	10	24	59	36	10	38	19	60	45	32	39	27	2	38	43	33	28	24	10.81	19.3	6.69	16.49	14.2	3	15.28	12.05	15.73	15.39	11.48	13.57	9.21	0.88	13.63	8.79	8.12	8.87	8.5	2.934915	5.23995	1.8163350000000003	4.477035	3.8553	0.8145	4.1485199999999995	3.2715750000000003	4.270695000000001	4.178385	3.11682	3.6842550000000003	2.500515	0.23892	3.7005450000000004	2.386485	2.20458	2.4082049999999997	2.30775	3.0292255263157895
trinityContig33110||sp|P47875.2|	582	423.35	134.67	496	41	432	344	221	57	270	155	357	243	316	323	191	19	88	338	529	134	152	218.8	130.79	202.11	159.68	143.78	28.32	177.54	163.77	156.47	137.26	188.14	186.51	106.96	13.83	51.99	114.69	218.18	70.68	89.23	59.4042	35.509485	54.872865000000004	43.353120000000004	39.03627	7.68888	48.20211	44.46355500000001	42.481605	37.26609	51.080009999999994	50.637465	29.039639999999995	3.7548449999999995	14.115285	31.138334999999998	59.235870000000006	19.18962	24.225945	36.562905
trinityContig33127||sp|Q5EAC6.1|	1137	978.35	59.357894736842105	416.67	59	122.79	299.45	306.75	274.11	206.02	0	2.07	383	509.94	179.47	276.44	78.82	201.25	129.87	217.96	718.75	107.81	79.53	82.87	24.74	60.81	88.13	59.66	60.55	0	0.39	95.32	132.84	45.37	68.82	25.27	52.6	19.27	38.81	165.06	27.76	21.592395	22.499205000000003	6.7169099999999995	16.509915	23.927294999999997	16.197689999999998	16.439325	0	0.105885	25.879379999999998	36.06606	12.317955	18.68463	6.860805	14.2809	5.231805	10.536915	44.813790000000004	7.536840000000001	16.115668421052632
trinityContig33128||sp|O43852.2|	954	795.35	35.06	9.45	0	74.26	16.61	19.94	1.57	471.89	72.27	465.44	557.97	90.85	113.43	46.19	14.74	108.59	0	75.52	0	28.41	2.22	0	18.42	4.14	7.02	0.42	169.63	40.86	108.71	170.28	29.06	35.2	14.08	5.79	34.78	0	16.55	0	8.98	0.60273	0	5.00103	1.12401	1.90593	0.11402999999999999	46.054545000000005	11.09349	29.514764999999997	46.23102	7.88979	9.5568	3.82272	1.571985	9.44277	0	4.493325	0	2.43807	9.51879
trinityContig33130||sp|Q5ZLH4.1|	360	201.35	23.13736842105263	45.81	1	62	18.34	9.1	0	5.83	20	15.05	20.71	33	29.45	21.36	1	4.7	20.47	64.76	16	13.18	42.49	6.49	61.57	17.53	11.97	0	7.59	43.88	13.83	23.77	40.44	34.96	23.91	1.48	5.6	14.31	56.4	17.54	15.85	11.536035	1.7620350000000002	16.716255	4.7593950000000005	3.249855	0	2.060685	11.91342	3.7548449999999995	6.453555	10.97946	9.49164	6.4915650000000005	0.40181999999999995	1.5203999999999998	3.885165	15.3126	4.76211	4.303275	6.28179552631579
trinityContig33133||sp|Q60437.1|	1581	1422.35	26.58105263157895	368	25	336	229	199	4	35	120	95	281	404	299	51	5	10	122	323	7	103	48.32	24.25	46.51	32.07	39.52	0.6	7.13	38.04	12.41	48.32	72.58	52.14	8.79	1.11	1.81	12.49	39.54	1.11	18.3	13.118879999999999	6.583875	12.627464999999999	8.707005	10.72968	0.1629	1.9357950000000002	10.32786	3.3693150000000003	13.118879999999999	19.70547	14.15601	2.386485	0.301365	0.49141500000000005	3.391035	10.735109999999999	0.301365	4.96845	7.216755789473684
trinityContig3314||sp|Q9CQE8.1|	738	579.35	279.79263157894735	925	42	716	661	854	689	420	354	1016	688	1167	496	840	283	340	1623	877	1287	375	298.17	98.71	244.21	225.37	409.92	251.61	204.92	274.16	325.61	286.42	510.38	210.44	348.13	151.79	148.32	404.47	264.04	497.5	161.89	80.95315500000001	26.799764999999997	66.303015	61.187955	111.29328000000001	68.312115	55.63577999999999	74.43444000000001	88.403115	77.76303	138.56817	57.13446	94.51729499999999	41.210985	40.268879999999996	109.81360500000001	71.68686000000001	135.07125	43.953134999999996	75.96369947368422
trinityContig33140||sp|Q5REY0.1|	999	840.35	106.27052631578948	633	44	737	521	310	397	151	257	453	344	376	337	331	169	224	494	811	502	305	140.67	71.79	172.96	123	103.42	100.44	51.46	137.57	100.15	99.45	113.87	99.04	95.61	62.94	67.97	85.24	168.18	134.11	91.27	38.191905	19.490985000000002	46.95864	33.3945	28.078529999999997	27.26946	13.97139	37.350255	27.190725	27.000675	30.915705	26.889360000000003	25.958115	17.08821	18.453854999999997	23.14266	45.66087	36.410865	24.779805	28.85244789473684
trinityContig33144||sp|Q9CR20.1|	249	91.39	345.1536842105263	173	22	172	212	73	181	136	50	120	120	112	99	172	122	217	151	227	229	157	353.51	294.17	384.53	427.13	195.52	387.47	346.27	235.62	241.58	282.72	289.31	247.02	382.7	370.96	523.01	222.68	440.34	539.12	394.26	95.977965	79.86715500000001	104.399895	115.965795	53.08368000000001	105.198105	94.012305	63.97083000000001	65.58897	76.75848	78.54766500000001	67.06593000000001	103.90305	100.71564	141.99721499999998	60.457620000000006	119.55230999999999	146.37108	107.04158999999999	93.70922526315789
trinityContig33145||sp|O88712.2|	1326	1167.35	52.39578947368421	708	39	695	421	293	93	163	146	173	346	476	318	123	13	57	145	517	110	154	113.26	46.01	117.27	71.74	70.73	16.99	40.32	56.35	27.54	72.33	104.06	67.47	25.75	3.5	12.52	18.06	77.14	21.19	33.29	30.750090000000004	12.491715	31.838804999999997	19.47741	19.203195	4.612785	10.94688	15.299025	7.477109999999999	19.637594999999997	28.252290000000002	18.318105	6.991125	0.95025	3.3991799999999994	4.903289999999999	20.94351	5.7530850000000004	9.038234999999998	14.225456842105263
trinityContig33146||sp|Q9D650.1|	867	708.35	89.39631578947369	0	36.31	569.26	402.46	289.17	507	288.75	183.97	234.77	541	315.11	351.61	50.4	83.16	326.19	328.61	1.79	77.51	321	0	70.09	158.62	112.51	114.07	151.87	116.11	116.71	61.56	184.99	113.01	122.35	17.19	36.63	116.99	67.15	0.44	24.54	113.7	0	19.029435	43.065329999999996	30.546465	30.970005	41.232704999999996	31.523865	31.686764999999998	16.71354	50.224785000000004	30.682215000000003	33.218025	4.667085	9.945045	31.762784999999997	18.231225000000002	0.11946	6.662609999999999	30.86955	24.271099736842103
trinityContig33150||sp|F1R013.2|	1089	930.35	36.857368421052634	480	26	320	172	150	84	61	77	128	169	251	191	111	15	48	126	226	64	98	96.35	38.38	67.81	36.71	45.28	19.22	18.83	37.25	25.56	44.2	68.73	50.75	29.03	5.05	13.18	19.66	42.33	15.45	26.52	26.159024999999996	10.42017	18.410415	9.966765	12.29352	5.218229999999999	5.1123449999999995	10.113375	6.939539999999999	12.000300000000001	18.660195	13.778625	7.881645	1.371075	3.5783699999999996	5.33769	11.492595	4.194675	7.2001800000000005	10.006775526315788
trinityContig3316||sp|Q9UJU6.1|	1377	1218.35	28.62	294.26	32	252.18	88.91	144.94	19.88	55.92	98.94	159.83	249.1	408.31	167.42	139.19	8	51.61	126.75	134.42	75.36	179.94	45.1	36.19	40.77	14.52	33.54	3.48	13.27	36.59	24.38	49.92	85.55	34.05	27.94	2.07	10.87	15.13	19.22	13.91	37.28	12.24465	9.825584999999998	11.069055	3.9421799999999996	9.10611	0.9448200000000001	3.6028049999999996	9.934185000000001	6.6191699999999996	13.55328	23.226825	9.244575	7.585710000000001	0.562005	2.951205	4.107795	5.218229999999999	3.776565	10.12152	7.77033
trinityContig33164||sp|Q96EY4.2|	603	444.35	4.74421052631579	4	4	23	7	13	5	6	2	6	9	13	11	8	0	8	14	15	10	3	1.68	12.17	10.25	3.1	8.07	2.37	3.77	2.01	2.51	4.85	7.38	6.06	4.28	0	4.51	4.53	5.89	5.03	1.68	0.45611999999999997	3.304155	2.782875	0.84165	2.191005	0.643455	1.023555	0.545715	0.681465	1.3167749999999998	2.00367	1.6452899999999997	1.16202	0	1.224465	1.2298950000000002	1.5991349999999998	1.365645	0.45611999999999997	1.2880531578947367
trinityContig3317||sp|Q9UJU6.1|	1446	1287.35	31.459473684210526	551.74	0	376.82	321.09	283.06	61.12	81.08	67.06	164.17	184.9	228.69	319.58	100.81	0	18.39	156.25	521.58	44.64	61.06	80.04	0	57.64	49.65	62.04	10.13	18.22	23.48	23.7	35.09	45.37	61.53	19.17	0	3.67	17.66	70.56	7.8	11.98	21.73086	0	15.64926	13.479975	16.84386	2.750295	4.94673	6.374820000000001	6.43455	9.526935	12.317955	16.705395000000003	5.204655000000001	0	0.9964049999999999	4.79469	19.15704	2.1177	3.25257	8.541247105263158
trinityContig3318||sp|P12902.2|	318	159.35	241.78736842105263	199	26	148	296	171	141	216	61	259	151	152	194	127	123	123	298	249	261	83	233.22	209.82	186.62	353.84	279.18	179.71	345.14	168.09	300.33	215.33	232.92	287.83	175.29	226.15	181.41	260.53	274.61	359.38	124.56	63.319230000000005	56.96612999999999	50.66733	96.06756	75.79737	48.791265	93.70551	45.636435000000006	81.53959499999999	58.462095000000005	63.237779999999994	78.145845	47.591235	61.399725	49.252815	70.73389499999999	74.55661500000001	97.57167	33.81804	65.64527052631578
trinityContig33188||sp|Q9WTK3.3|	1875	1716.35	44.951052631578946	591	56	885	363	293	405	217	180	279	393	543	375	196	56	141	344	502	216	195	64.3	45.09	101.47	42.17	48.31	50.45	36.75	47.31	30.22	56.09	80.93	54.25	28.07	10.3	21.16	29.2	50.92	28.33	28.75	17.45745	12.241935	27.549104999999997	11.449155000000001	13.116164999999999	13.697175	9.977625	12.844665000000001	8.20473	15.228435000000001	21.972495000000002	14.728875	7.621005	2.7964500000000005	5.74494	7.9278	13.824780000000002	7.6915949999999995	7.805625	12.204210789473684
trinityContig33199||sp|A1A5Y5.1|	1701	1542.35	27.69105263157895	451	32	307	184	147	26	86	119	208	320	339	258	158	6	63	112	303	87	186	54.61	28.65	39.18	23.77	26.94	3.6	16.18	34.8	25.07	50.78	56.19	41.51	25.14	1.23	10.51	10.58	34.21	12.69	30.49	14.826614999999999	7.778475	10.637369999999999	6.453555	7.314210000000001	0.9774	4.392869999999999	9.448199999999998	6.8065050000000005	13.78677	15.255585	11.269965	6.82551	0.333945	2.853465	2.87247	9.288015000000001	3.445335	8.278035	7.518120789473684
trinityContig33210||sp|Q6NRF4.1|	1110	951.35	8.672631578947367	68	3	84	57	36	6	26	21	32	34	52	54	18	1	13	16	103	26	35	13.35	4.33	17.4	11.9	10.63	1.34	7.85	9.94	6.25	8.7	13.93	14.03	4.61	0.33	3.49	2.44	18.86	6.14	9.26	3.624525	1.1755950000000002	4.724099999999999	3.2308500000000002	2.886045	0.36381	2.131275	2.6987099999999997	1.696875	2.3620499999999995	3.7819949999999998	3.8091449999999996	1.2516150000000001	0.08959500000000001	0.947535	0.6624599999999999	5.12049	1.6670099999999999	2.51409	2.3546194736842105
trinityContig3322||sp|P0DP23.1|	450	291.35	31.52578947368421	312.61	3.73	0	31.79	16.41	0	14.48	0.91	4.77	10.39	38.3	0	50.96	90.27	85.51	0	0	103.53	0	200.38	17.06	0	21.26	15.27	0	13.49	1.39	3.04	8.41	32.85	0	40.6	94.14	72.13	0	0	78.97	0	54.403169999999996	4.63179	0	5.77209	4.145804999999999	0	3.6625349999999997	0.37738499999999997	0.82536	2.283315	8.918775	0	11.0229	25.55901	19.583295	0	0	21.440355	0	8.559251842105263
trinityContig33225||sp|Q5EBL8.2|	435	276.35	18.450526315789475	22	6	37	44	26	13	9	16	25	30	20	27	20	4	9	29	35	21	14	14.87	28.86	26.64	30.97	25.43	9.78	8.8	25.74	16.76	25.53	18.05	23.63	16.74	4.39	7.98	14.93	22.16	16.87	12.43	4.037204999999999	7.835489999999999	7.232760000000001	8.408355	6.9042449999999995	2.65527	2.3892	6.988409999999999	4.55034	6.931394999999999	4.900575	6.415545	4.54491	1.1918849999999999	2.16657	4.053495	6.01644	4.580205	3.374745	5.009317894736842
trinityContig3323||sp|P0DP23.1|	450	291.35	67.58052631578947	125	13	159	157	100	90	54	53	63	86	111	87	66	20	49	84	180	63	63	80.12	59.44	108.51	104.99	93.04	64.35	50.31	80.96	40.08	69.59	95.19	72.32	52.58	20.86	41.34	41.07	108.06	48.05	53.17	21.752580000000002	16.13796	29.460465000000003	28.504785	25.260360000000002	17.471024999999997	13.659165	21.98064	10.88172	18.893685	25.844085	19.63488	14.275469999999999	5.66349	11.22381	11.150505	29.33829	13.045574999999998	14.435655000000002	18.348112894736843
trinityContig33264||sp|P14314.2|	1581	1422.35	54.71473684210526	514	62	579	453	290	179	180	221	393	367	503	344	271	55	221	393	599	287	307	67.49	60.15	80.14	63.44	57.59	26.88	36.68	70.06	51.36	63.1	90.37	59.98	46.71	12.18	39.95	40.22	73.33	45.4	54.55	18.323534999999996	16.330725	21.758010000000002	17.22396	15.635685	7.2979199999999995	9.95862	19.02129	13.944239999999999	17.13165	24.535455000000002	16.28457	12.681765	3.3068699999999995	10.846425000000002	10.91973	19.909094999999997	12.3261	14.810325	14.855051052631579
trinityContig33266||sp|P25787.2|	705	546.35	122.40631578947368	163	80	157	289	151	422	305	189	344	299	130	376	228	290	210	533	278	511	172	55.72	199.11	56.8	104.4	76.74	163.26	157.4	155.14	116.89	131.81	60.24	169.01	99.99	164.72	96.98	140.73	88.77	209.36	78.65	15.127979999999999	54.058365	15.4212	28.3446	20.834909999999997	44.325089999999996	42.7341	42.120509999999996	31.735635	35.786415000000005	16.35516	45.886215	27.147284999999997	44.72148	26.330070000000003	38.208194999999996	24.101055	56.84124	21.353475000000003	33.233314736842104
trinityContig33280||sp|P53365.1|	1152	993.35	48.869473684210526	439	49	512	311	170	163	70	122	169	169	291	235	126	24	84	181	510	159	148	82.53	67.8	101.58	62.21	48.12	34.95	20.27	55.3	31.61	41.44	74.67	58.52	30.9	7.58	21.63	26.46	89.45	35.96	37.54	22.406895000000002	18.4077	27.57897	16.890014999999998	13.06458	9.488925000000002	5.503304999999999	15.01395	8.582115	11.25096	20.272905	15.888180000000002	8.38935	2.05797	5.872545	7.183890000000001	24.285675	9.763140000000002	10.19211	13.268062105263159
trinityContig33288||sp|Q5R6W5.1|	774	615.35	19.683684210526316	63	10	74	67	53	21	62	27	67	57	42	61	39	9	55	78	79	70	37	19.12	22.16	23.75	21.52	23.99	7.23	28.55	19.7	20.22	22.37	17.31	24.39	15.25	4.55	22.63	18.32	22.39	25.49	15.05	5.19108	6.01644	6.448125	5.84268	6.513285	1.9629450000000002	7.751325	5.34855	5.48973	6.073455	4.6996649999999995	6.621885000000001	4.140375	1.235325	6.144044999999999	4.97388	6.078885	6.920534999999999	4.086075	5.344120263157895
trinityContig33291||sp|Q9H3H5.2|	1338	1179.35	26.346842105263157	123.75	18.27	332.13	204.75	119.58	221.11	87.53	78.52	100.72	92.54	157.64	110.93	92.79	56.73	121.35	151.86	329.94	92.17	53.42	19.6	21.34	55.47	34.54	28.58	39.99	21.43	30	15.87	19.15	34.12	23.3	19.23	15.13	26.39	18.72	48.73	17.57	11.43	5.321400000000001	5.79381	15.060104999999998	9.377609999999999	7.759469999999999	10.857285000000001	5.818245	8.145	4.308705	5.199224999999999	9.26358	6.32595	5.220945	4.107795	7.164885000000001	5.0824799999999994	13.230194999999998	4.770255000000001	3.1032450000000003	7.153167631578947
trinityContig33299||sp|Q5ZJG3.1|	477	318.35	170.39894736842106	295	19	248	259	198	173	219	113	348	236	428	251	231	149	129	402	234	435	143	173.05	79.81	154.73	158.88	169.33	113.5	188.01	158.19	202.66	175.45	336.7	191.44	169.4	142.75	100.07	180.28	128.51	304.06	110.76	46.98307500000001	21.668415	42.009195	43.13592	45.973095	30.81525	51.044715	42.948584999999994	55.02219	47.634674999999994	91.41405	51.97596	45.9921	38.756625	27.169005	48.946020000000004	34.890465	82.55229	30.071340000000003	46.26331421052632
trinityContig33327||sp|Q9BXI6.1|	1419	1260.35	51.24526315789474	655	49	864	310	272	54	229	197	238	349	283	325	161	11	112	265	677	52	159	97.05	53.59	135	48.96	60.87	9.14	52.54	70.45	35.1	67.64	57.34	63.9	31.26	2.75	22.81	30.58	93.55	9.28	31.85	26.349075	14.549685	36.6525	13.292639999999999	16.526204999999997	2.48151	14.264610000000001	19.127175	9.52965	18.36426	15.56781	17.34885	8.48709	0.746625	6.192914999999999	8.30247	25.398825	2.5195199999999995	8.647275	13.91308894736842
trinityContig33339||sp|Q3SZB7.3|	1017	858.35	274.97	1327	127	951	1169	858	906	788	539	1495	1388	1264	618	1083	645	926	1308	1358	1302	922	288.71	202.94	218.48	270.25	280.36	224.47	263.07	282.51	323.58	392.98	374.86	177.85	306.42	235.27	275.22	221	275.7	340.58	270.18	78.38476499999999	55.098209999999995	59.317319999999995	73.372875	76.11774	60.943605000000005	71.42350499999999	76.701465	87.85197	106.69407	101.77449	48.286275	83.19303000000001	63.87580500000001	74.72223000000001	60.0015	74.85255	92.46746999999999	73.35387	74.654355
trinityContig33353||sp|Q9BUN8.1|	756	597.35	22.616842105263157	89	6	59	67	69	14	36	33	81	75	98	78	53	11	63	73	84	63	45	27.82	13.69	19.51	22.16	32.15	4.96	17.06	24.79	25.18	30.3	41.59	32.11	21.33	5.73	26.68	17.65	24.53	23.63	18.85	7.55313	3.7168349999999997	5.296965	6.01644	8.728725	1.34664	4.63179	6.730484999999999	6.83637	8.22645	11.291685000000001	8.717865	5.791094999999999	1.555695	7.24362	4.791974999999999	6.659895	6.415545	5.117775000000001	6.140472631578947
trinityContig33355||sp|O75841.5|	783	624.35	3.2578947368421054	35	4	7.13	24	13	15	5.15	2	14.79	6	3	0	2	4	1	12	10	3	1	10.47	8.74	2.26	7.6	5.8	5.09	2.34	1.44	4.4	2.32	1.22	0	0.77	1.99	0.41	2.78	2.79	1.08	0.4	2.8426050000000003	2.37291	0.61359	2.0634	1.5747	1.3819350000000001	0.6353099999999999	0.39096	1.1946	0.6298799999999999	0.33122999999999997	0	0.20905500000000002	0.540285	0.11131499999999998	0.7547699999999999	0.7574850000000001	0.29322000000000004	0.1086	0.8845184210526316
trinityContig33364||sp|Q568J8.1|	342	183.35	31.347368421052632	27.81	0	0	15.83	3.53	2.02	1.52	93	77.04	1.08	0	0	0	33.96	72.46	2.05	48.53	13.99	18.93	28.32	0	0	16.55	5.07	2.26	2.15	223.58	77.71	1.35	0	0	0	54.83	94.07	1.57	46.46	16.8	24.88	7.68888	0	0	4.493325	1.376505	0.61359	0.583725	60.70197000000001	21.098264999999998	0.36652500000000005	0	0	0	14.886344999999999	25.540004999999997	0.426255	12.613890000000001	4.5612	6.754919999999999	8.51081052631579
trinityContig33365||sp|Q5ZJJ2.1|	1845	1686.35	11.502105263157896	192	7	283	124	57	47	56	55	31	72	71	103	43	8	33	100	325	26	38	21.26	5.74	33.02	14.66	9.56	5.96	9.65	14.71	3.42	10.46	10.77	15.16	6.27	1.5	5.04	8.64	33.55	3.47	5.7	5.77209	1.55841	8.96493	3.9801900000000003	2.59554	1.61814	2.619975	3.9937650000000002	0.92853	2.83989	2.924055	4.11594	1.702305	0.40725	1.36836	2.3457600000000003	9.108824999999998	0.9421050000000001	1.54755	3.1228215789473683
trinityContig33369||sp|O95563.1|	390	231.35	21.465263157894736	17	2	39	16	11	26	24	11	25	21	19	12	20	16	39	38	34	28	19	13.72	11.39	33.63	13.38	12.72	23.22	27.59	21.07	20.01	21.15	20.37	12.47	19.72	20.77	40.85	23.23	25.74	26.79	20.02	3.7249800000000004	3.092385	9.130545000000001	3.6326700000000005	3.4534800000000003	6.3042299999999996	7.490685000000001	5.720505	5.432715	5.7422249999999995	5.530455	3.3856050000000004	5.35398	5.639055	11.090775	6.306945000000001	6.988409999999999	7.273484999999999	5.435429999999999	5.827818947368421
trinityContig33381||sp|P51903.2|	1344	1185.35	8.464736842105264	24.14	0	106.49	0	7.06	6.03	13.14	88.48	118.02	0	5.86	129.01	14.08	0	0	0	260.38	5.41	50.85	3.8	0	17.7	0	1.68	1.08	3.2	33.63	18.5	0	1.26	26.96	2.9	0	0	0	38.26	1.03	10.83	1.0317	0	4.80555	0	0.45611999999999997	0.29322000000000004	0.8688	9.130545000000001	5.02275	0	0.34209	7.319640000000001	0.78735	0	0	0	10.38759	0.27964500000000003	2.940345	2.298176052631579
trinityContig33386||sp|Q5NVI3.1|	1656	1497.35	59.619473684210526	567	70	495	585	252	292	232	225	377	365	519	419	364	152	138	478	627	711	276	70.72	64.54	65.07	77.84	47.56	41.66	44.95	67.77	46.8	59.64	88.6	69.42	59.64	32	23.71	46.48	72.91	106.86	46.6	19.20048	17.52261	17.666504999999997	21.13356	12.912540000000002	11.31069	12.203925000000002	18.399555	12.706199999999999	16.19226	24.054899999999996	18.847530000000003	16.19226	8.688	6.437265	12.61932	19.795065	29.012490000000003	12.6519	16.186687105263157
